TIMESTAMP;ECG;EDA;COND;ANGER;CONTEMPT;DISGUST;FEAR;HAPPINESS;NEUTRAL;SADNESS;SURPRISE
1555652019;-0.0020004756970336108;8.66162109375;space;0.0;0.0;0.0;0.0;0.0;0.9590000000000001;0.04;0.0
1555652020;-0.0047160577482476505;8.84176025390625;space;0.0;0.0;0.0;0.0;0.0;0.956;0.043;0.0
1555652021;0.008806801041920304;8.993115234375;space;0.0;0.0;0.0;0.0;0.0;0.971;0.027999999999999997;0.0
1555652022;-0.010018783906988616;9.053369140625;space;0.0;0.0;0.0;0.0;0.0;0.9490000000000001;0.051;0.0
1555652023;0.0020432641414760595;9.00439453125;space;0.0;0.0;0.0;0.0;0.0;0.981;0.018000000000000002;0.0
1555652024;0.010338252242884446;8.92244873046875;space;0.0;0.0;0.0;0.0;0.0;0.99;0.01;0.0
1555652025;-0.014377303199754398;8.8622802734375;space;0.0;0.0;0.0;0.0;0.0;0.9940000000000001;0.005;0.0
1555652026;-0.0029127886787139548;8.82626953125;space;0.0;0.0;0.0;0.0;0.0;0.9470000000000001;0.053;0.0
1555652027;0.0066481458236091395;8.822314453125;space;0.0;0.0;0.0;0.0;0.0;0.991;0.009000000000000001;0.0
1555652028;-0.00012016668514273531;8.83341064453125;space;0.0;0.0;0.0;0.0;0.0;0.988;0.012;0.0
1555652029;0.003267218075224872;8.8134765625;space;0.0;0.0;0.0;0.0;0.0;0.988;0.012;0.0
1555652030;0.003754239701320043;8.7888916015625;space;0.0;0.0;0.0;0.0;0.0;0.9890000000000001;0.011000000000000001;0.0
1555652031;-0.00760051669584763;8.76365966796875;space;0.0;0.0;0.0;0.0;0.0;0.966;0.034;0.0
1555652032;-0.0026308336253475038;8.94407958984375;space;0.0;0.0;0.0;0.0;0.0;0.978;0.022000000000000002;0.0
1555652034;-0.006532455749703098;8.921728515625;space;0.0;0.0;0.0;0.0;0.0;0.966;0.034;0.0
1555652035;0.01027879851628943;8.901220703125;space;0.0;0.0;0.0;0.0;0.0;0.963;0.036000000000000004;0.0
1555652036;-0.0014914758960118658;8.859191894531248;space;0.0;0.0;0.0;0.0;0.0;0.97;0.028999999999999998;0.0
1555652037;0.014754078110002034;8.815087890625;space;0.0;0.0;0.0;0.0;0.0;0.971;0.028999999999999998;0.0
1555652038;-0.02029025434743857;8.78026123046875;space;0.0;0.0;0.0;0.0;0.0;0.946;0.053;0.0
1555652039;-0.0022682964700046393;8.7607177734375;space;0.0;0.0;0.0;0.0;0.0;0.981;0.019;0.0
1555652040;0.008690472975517043;8.78516845703125;space;0.0;0.0;0.0;0.0;0.0;0.956;0.044000000000000004;0.0
1555652041;-0.0055801520636251075;8.79378662109375;space;0.0;0.0;0.0;0.0;0.0;0.996;0.003;0.0
1555652042;0.011817515802344998;8.76998291015625;space;0.0;0.0;0.0;0.0;0.0;0.993;0.006999999999999999;0.0
1555652043;0.0014819771469992643;8.76483154296875;space;0.0;0.0;0.0;0.0;0.0;0.981;0.019;0.0
1555652044;0.002697604573511264;8.7646484375;space;0.0;0.0;0.0;0.0;0.0;0.988;0.012;0.0
1555652045;-0.015351539213098502;8.7646484375;space;0.0;0.0;0.0;0.0;0.0;0.9890000000000001;0.011000000000000001;0.0
1555652046;-0.0020419668932925147;8.714599609375;space;0.0;0.0;0.0;0.0;0.0;0.9840000000000001;0.016;0.0
1555652047;0.013540546566666967;8.73175048828125;space;0.0;0.0;0.0;0.0;0.0;0.975;0.024;0.0
1555652048;0.006443363915126805;8.7765625;space;0.0;0.0;0.0;0.0;0.0;0.983;0.017;0.0
1555652049;-0.01698315896794345;8.7646484375;space;0.0;0.0;0.0;0.0;0.0;0.987;0.012;0.0
1555652050;0.012811687627848522;8.7646484375;space;0.0;0.0;0.0;0.0;0.0;0.96;0.04;0.0
1555652051;-0.011162930959417748;8.7458251953125;space;0.0;0.0;0.0;0.0;0.0;0.987;0.013000000000000001;0.0
1555652053;0.0052535812513055564;8.69189453125;space;0.0;0.0;0.0;0.0;0.0;0.971;0.027999999999999997;0.0
1555652054;0.00704540784502747;8.6516357421875;space;0.0;0.0;0.0;0.0;0.0;0.9840000000000001;0.016;0.0
1555652055;-0.005430171178359896;8.63719482421875;space;0.0;0.0;0.0;0.0;0.0;0.981;0.019;0.0
1555652056;0.0005374051696567545;8.61387939453125;space;0.0;0.0;0.0;0.0;0.0;0.982;0.018000000000000002;0.0
1555652057;-0.0016429006327301095;8.618164062499998;space;0.0;0.0;0.0;0.0;0.0;0.983;0.017;0.0
1555652058;0.00010120005233541361;8.618164062499998;space;0.0;0.0;0.0;0.0;0.0;0.982;0.018000000000000002;0.0
1555652059;-0.0027519617750990937;8.603051757812498;space;0.0;0.0;0.0;0.0;0.0;0.973;0.027000000000000003;0.0
1555652060;0.010742365660948612;8.58553466796875;space;0.0;0.0;0.0;0.0;0.0;0.975;0.025;0.0
1555652061;-0.006497165317226746;8.5693359375;space;0.0;0.0;0.0;0.0;0.0;0.978;0.022000000000000002;0.0
1555652062;0.01013286262382843;8.573828125;space;0.0;0.0;0.0;0.0;0.0;0.982;0.018000000000000002;0.0
1555652063;-0.015640803257397622;8.59200439453125;space;0.0;0.0;0.0;0.0;0.0;0.958;0.039;0.002
1555652064;-0.002761018676511332;8.593749999999998;space;0.0;0.0;0.0;0.0;0.0;0.988;0.012;0.0
1555652065;0.0033429873813225;8.593749999999998;space;0.0;0.0;0.0;0.0;0.0;0.98;0.02;0.0
1555652066;0.012809779336634151;8.642919921875;space;0.0;0.0;0.0;0.0;0.0;0.978;0.022000000000000002;0.0
1555652067;-0.009525832719724658;8.96080322265625;space;0.0;0.0;0.0;0.0;0.0;0.9690000000000001;0.031;0.0
1555652068;0.0014133553918474167;9.068505859375;space;0.0;0.0;0.0;0.0;0.0;0.992;0.008;0.0
1555652069;0.0034034122330379325;9.00550537109375;space;0.0;0.0;0.0;0.0;0.0;0.963;0.036000000000000004;0.0
1555652070;-0.0024228894720354547;8.94932861328125;space;0.0;0.0;0.0;0.0;0.0;0.977;0.023;0.0
1555652072;0.004361405863615559;9.022412109375;space;0.0;0.0;0.0;0.0;0.0;0.97;0.03;0.0
1555652073;-0.005668981312034282;9.08740234375;space;0.0;0.0;0.0;0.0;0.0;0.961;0.039;0.0
1555652074;0.009504345518992034;9.0893798828125;space;0.0;0.0;0.0;0.0;0.0;0.966;0.034;0.0
1555652075;0.0037147869882340825;9.05657958984375;space;0.0;0.0;0.0;0.0;0.0;0.9670000000000001;0.033;0.0
1555652076;0.005273194448303146;9.0706298828125;space;0.0;0.0;0.0;0.0;0.0;0.93;0.069;0.0
1555652077;-0.002693918317790408;8.97708740234375;space;0.0;0.0;0.0;0.0;0.0;0.9520000000000001;0.048;0.0
1555652078;-0.004738932034005986;8.9233642578125;space;0.0;0.0;0.0;0.0;0.0;0.9570000000000001;0.043;0.0
1555652079;0.0025860700880373216;8.88671875;space;0.0;0.0;0.0;0.0;0.0;0.97;0.03;0.0
1555652080;-0.01570411900545504;8.9602783203125;space;0.0;0.0;0.0;0.0;0.0;0.9279999999999999;0.07200000000000001;0.0
1555652081;0.016908771102374907;9.04678955078125;space;0.0;0.0;0.0;0.0;0.0;0.953;0.047;0.0
1555652082;-0.007459000877273075;8.99046630859375;space;0.0;0.0;0.0;0.0;0.0;0.9670000000000001;0.033;0.0
1555652083;0.010354993336681065;8.92003173828125;space;0.0;0.0;0.0;0.0;0.0;0.9940000000000001;0.006;0.0
1555652084;-0.011789250683563669;8.88582763671875;space;0.0;0.0;0.0;0.0;0.0;0.99;0.01;0.0
1555652085;-0.0007315893294219619;8.862304687499998;space;0.0;0.0;0.0;0.0;0.0;0.97;0.03;0.0
1555652086;0.009844777642396602;8.884130859375;space;0.0;0.0;0.0;0.0;0.0;0.966;0.033;0.0
1555652087;-0.007579112137875474;8.8853515625;space;0.0;0.0;0.0;0.0;0.0;0.965;0.035;0.0
1555652088;0.004798404193570383;8.83245849609375;space;0.0;0.0;0.0;0.0;0.0;0.9790000000000001;0.021;0.0
1555652089;-0.01287004382851499;8.78419189453125;space;0.0;0.0;0.0;0.0;0.0;0.9640000000000001;0.036000000000000004;0.0
1555652090;-0.000773834310018716;8.7646484375;space;0.0;0.0;0.0;0.0;0.0;0.966;0.033;0.0
1555652092;0.005519445470235804;8.721008300781248;space;0.0;0.0;0.0;0.0;0.0;0.917;0.083;0.0
1555652093;-0.0003135640985968601;8.69969482421875;space;0.0;0.0;0.0;0.0;0.0;0.95;0.05;0.0
1555652094;0.0006275308405173753;8.6796142578125;space;0.0;0.0;0.0;0.0;0.0;0.937;0.063;0.0
1555652095;0.0021254025724236;8.663623046875;space;0.0;0.0;0.0;0.0;0.0;0.889;0.11;0.0
1555652096;0.01315982385244599;8.63460693359375;space;0.0;0.0;0.0;0.0;0.0;0.955;0.045;0.0
1555652097;-0.017396066510485444;8.600610351562498;space;0.0;0.0;0.0;0.0;0.0;0.988;0.012;0.0
1555652098;-0.0047975472418044195;8.593749999999998;space;0.0;0.0;0.0;0.0;0.0;0.972;0.027999999999999997;0.0
1555652099;0.008659255481939356;8.593749999999998;space;0.0;0.0;0.0;0.0;0.0;0.991;0.009000000000000001;0.0
1555652100;0.011498961598316834;8.600976562499998;space;0.0;0.0;0.0;0.0;0.0;0.9790000000000001;0.021;0.0
1555652101;-0.010114879464850802;8.6299560546875;space;0.0;0.0;0.0;0.0;0.0;0.983;0.016;0.0
1555652102;-0.00018385710034707676;8.6244873046875;space;0.0;0.0;0.0;0.0;0.0;0.981;0.018000000000000002;0.0
1555652103;0.00349122244292794;8.588916015625;space;0.0;0.0;0.0;0.0;0.0;0.983;0.017;0.0
1555652104;0.0002604329901316268;8.5650146484375;space;0.0;0.0;0.0;0.0;0.0;0.973;0.026000000000000002;0.0
1555652105;-0.012567321799039237;8.5272705078125;space;0.0;0.0;0.0;0.0;0.0;0.97;0.028999999999999998;0.0
1555652106;0.000530888331661889;8.5205078125;space;0.0;0.0;0.0;0.0;0.0;0.9690000000000001;0.031;0.0
1555652107;0.0029423397287764944;8.49857177734375;space;0.0;0.0;0.0;0.0;0.0;0.922;0.078;0.0
1555652108;0.006974079735617166;8.45960693359375;space;0.0;0.0;0.0;0.0;0.0;0.96;0.04;0.0
1555652109;-0.0016715033440444064;8.43033447265625;space;0.0;0.0;0.0;0.0;0.0;0.951;0.049;0.0
1555652110;-0.001651835584944485;8.4071533203125;space;0.0;0.0;0.0;0.0;0.0;0.953;0.047;0.0
1555652112;0.0007840124391101358;8.5467529296875;space;0.0;0.0;0.0;0.0;0.0;0.966;0.033;0.0
1555652113;0.00573012719956829;8.5781982421875;space;0.0;0.0;0.0;0.0;0.0;0.99;0.009000000000000001;0.0
1555652114;-0.007404402846811986;8.57227783203125;space;0.0;0.0;0.0;0.0;0.0;0.9940000000000001;0.006;0.0
1555652115;-0.004479164844345545;8.5693359375;space;0.0;0.0;0.0;0.0;0.0;0.98;0.019;0.0
1555652116;-0.00013338662048862572;8.5693359375;space;0.0;0.0;0.0;0.0;0.0;0.9670000000000001;0.032;0.0
1555652117;0.0007992456879758803;8.519091796875;space;0.0;0.0;0.0;0.0;0.0;0.968;0.031;0.0
1555652118;0.008778606425369038;8.485729980468749;space;0.0;0.0;0.0;0.0;0.0;0.9740000000000001;0.026000000000000002;0.0
1555652119;-0.0029956065834660438;8.47332763671875;space;0.0;0.0;0.0;0.0;0.0;0.96;0.04;0.0
1555652120;-0.0005826266190895999;8.496093749999998;space;0.0;0.0;0.0;0.0;0.0;0.977;0.023;0.0
1555652121;0.016939146220027932;8.492651367187499;space;0.0;0.0;0.0;0.0;0.0;0.955;0.045;0.0
1555652122;-0.021186620686642142;8.4236083984375;space;0.0;0.0;0.0;0.0;0.0;0.953;0.046;0.0
1555652123;0.002582765368220202;8.3984375;space;0.0;0.0;0.0;0.0;0.0;0.976;0.024;0.0
1555652124;0.0038605633258683224;8.37518310546875;space;0.0;0.0;0.0;0.0;0.0;0.973;0.027000000000000003;0.0
1555652125;0.013740263507417715;8.41024169921875;space;0.0;0.0;0.0;0.0;0.0;0.9790000000000001;0.021;0.0
1555652126;-0.019817929486910944;8.42332763671875;space;0.0;0.0;0.0;0.0;0.0;0.9890000000000001;0.011000000000000001;0.0
1555652127;9.856240674328301e-05;8.442626953125;space;0.0;0.0;0.0;0.0;0.0;0.985;0.015;0.0
1555652128;-8.962902680497734e-05;8.43155517578125;space;0.0;0.0;0.0;0.0;0.0;0.9640000000000001;0.036000000000000004;0.0
1555652129;0.00751324243941223;8.4505859375;space;0.0;0.0;0.0;0.0;0.0;0.975;0.025;0.0
1555652131;0.010992000135519113;8.69058837890625;space;0.0;0.0;0.0;0.0;0.0;0.972;0.027999999999999997;0.0
1555652132;-0.016253168396856834;8.65267333984375;space;0.0;0.0;0.0;0.0;0.0;0.9670000000000001;0.033;0.0
1555652133;-0.0016617794240868732;8.600671386718748;space;0.0;0.0;0.0;0.0;0.0;0.977;0.022000000000000002;0.0
1555652134;0.013932240284308908;8.57669677734375;space;0.0;0.0;0.0;0.0;0.0;0.978;0.022000000000000002;0.0
1555652135;-0.019257406296470242;8.5693359375;space;0.0;0.0;0.0;0.0;0.0;0.951;0.049;0.0
1555652136;0.0022336159941718906;8.55750732421875;space;0.0;0.0;0.0;0.0;0.0;0.955;0.044000000000000004;0.0
1555652137;0.006858188277312129;8.544921875;space;0.0;0.0;0.0;0.0;0.0;0.915;0.085;0.0
1555652138;0.0014655432004666655;8.5558349609375;space;0.0;0.0;0.0;0.0;0.0;0.9590000000000001;0.04;0.0
1555652139;-0.00664298063243623;8.51483154296875;space;0.0;0.0;0.0;0.0;0.0;0.9129999999999999;0.087;0.0
1555652140;0.003558162536601254;8.516015625;space;0.0;0.0;0.0;0.0;0.0;0.978;0.022000000000000002;0.0
1555652141;0.010497824290187412;8.479602050781248;space;0.0;0.0;0.0;0.0;0.0;0.9670000000000001;0.032;0.0
1555652142;0.002504796029880524;8.456689453125;space;0.0;0.0;0.0;0.0;0.0;0.9690000000000001;0.031;0.0
1555652143;-0.01492087028435696;8.42662353515625;space;0.0;0.0;0.0;0.0;0.0;0.987;0.012;0.0
1555652144;-0.005153982429808418;8.43341064453125;space;0.0;0.0;0.0;0.0;0.0;0.972;0.027999999999999997;0.0
1555652145;-0.0024709940752170832;8.4085205078125;space;0.0;0.0;0.0;0.0;0.0;0.977;0.023;0.0
1555652146;0.003743012722559395;8.3769775390625;space;0.0;0.0;0.0;0.0;0.0;0.976;0.024;0.0
1555652147;-0.0008655916350207048;8.39031982421875;space;0.0;0.0;0.0;0.0;0.0;0.9440000000000001;0.055;0.0
1555652148;0.006397976068069779;8.374023437499998;space;0.0;0.0;0.0;0.0;0.0;0.965;0.034;0.0
1555652149;0.00300989703452564;8.3345947265625;space;0.0;0.0;0.0;0.0;0.0;0.978;0.022000000000000002;0.0
1555652150;-0.003724949871805686;8.2800537109375;space;0.0;0.0;0.0;0.0;0.0;0.9490000000000001;0.05;0.0
1555652152;-0.008842217032308716;8.2624267578125;space;0.0;0.0;0.0;0.0;0.0;0.9309999999999999;0.069;0.0
1555652153;-0.0015111818408090985;8.246752929687498;space;0.0;0.0;0.0;0.0;0.0;0.9620000000000001;0.038;0.0
1555652154;-0.0023708557272636125;8.2188720703125;space;0.0;0.0;0.0;0.0;0.0;0.938;0.062;0.0
1555652155;0.009925845072790204;8.18387451171875;space;0.0;0.0;0.0;0.0;0.0;0.983;0.017;0.0
1555652156;0.0073317878540472775;8.1787109375;space;0.0;0.0;0.0;0.0;0.0;0.968;0.032;0.0
1555652157;-0.007660713318949126;8.16531982421875;space;0.0;0.0;0.0;0.0;0.0;0.9570000000000001;0.043;0.0
1555652158;-0.002284542278766574;8.13582763671875;space;0.0;0.0;0.0;0.0;0.0;0.983;0.017;0.0
1555652159;0.0044168301990644395;8.09254150390625;space;0.0;0.0;0.0;0.0;0.0;0.9840000000000001;0.016;0.0
1555652160;0.005842704168663523;8.10631103515625;space;0.0;0.0;0.0;0.0;0.0;0.988;0.012;0.0
1555652161;0.005759856375639622;8.1853271484375;space;0.0;0.0;0.0;0.0;0.0;0.961;0.039;0.0
1555652162;-0.020829901082423264;8.203125;space;0.0;0.0;0.0;0.0;0.0;0.981;0.019;0.0
1555652163;0.002580496863345041;8.1960205078125;space;0.0;0.0;0.0;0.0;0.0;0.96;0.04;0.0
1555652164;0.004557565241805036;8.181591796875;space;0.0;0.0;0.0;0.0;0.0;0.976;0.023;0.0
1555652165;0.005204820226864439;8.14302978515625;space;0.0;0.0;0.0;0.0;0.0;0.98;0.02;0.0
1555652166;-0.017296771917146136;8.107434082031249;space;0.0;0.0;0.0;0.0;0.0;0.993;0.006999999999999999;0.0
1555652167;0.010197012202065025;8.08519287109375;space;0.0;0.0;0.0;0.0;0.0;0.983;0.017;0.0
1555652168;0.0012216652681868974;8.098828125;space;0.0;0.0;0.0;0.0;0.0;0.987;0.013000000000000001;0.0
1555652170;0.01357641873753154;8.22200927734375;space;0.0;0.0;0.0;0.0;0.0;0.955;0.045;0.0
1555652171;-0.013363132200193435;8.227539062499998;space;0.0;0.0;0.0;0.0;0.0;0.99;0.01;0.0
1555652172;-0.003324076584804943;8.228308105468749;space;0.0;0.0;0.0;0.0;0.0;0.981;0.018000000000000002;0.0
1555652173;0.00296950584610098;8.2887939453125;space;0.0;0.0;0.0;0.0;0.0;0.9840000000000001;0.015;0.0
1555652174;0.01978772500542612;8.47972412109375;space;0.0;0.0;0.0;0.0;0.0;0.988;0.012;0.0
1555652175;-0.020010280762895606;8.4763916015625;space;0.0;0.0;0.0;0.0;0.0;0.9840000000000001;0.016;0.0
1555652176;-0.002087211788076997;8.41055908203125;space;0.0;0.0;0.0;0.0;0.0;0.9790000000000001;0.021;0.0
1555652177;0.014441056048735102;8.41234130859375;space;0.0;0.0;0.0;0.0;0.0;0.9590000000000001;0.040999999999999995;0.0
1555652178;-0.0034711342044081907;8.42437744140625;space;0.0;0.0;0.0;0.0;0.0;0.9740000000000001;0.026000000000000002;0.0
1555652179;-0.011244074597493298;8.3984375;space;0.0;0.0;0.0;0.0;0.0;0.914;0.086;0.0
1555652180;0.0006338331435643378;8.3750732421875;space;0.0;0.0;0.0;0.0;0.0;0.9520000000000001;0.048;0.0
1555652181;0.004226305541696051;8.302783203125;space;0.0;0.0;0.0;0.0;0.0;0.9520000000000001;0.048;0.0
1555652182;-0.008051919972134848;8.25970458984375;space;0.0;0.0;0.0;0.0;0.0;0.95;0.05;0.0
1555652183;0.02223573477972183;8.286376953125;space;0.0;0.0;0.0;0.0;0.0;0.941;0.057999999999999996;0.0
1555652184;0.0064621356979760744;8.27191162109375;space;0.0;0.0;0.0;0.0;0.0;0.981;0.019;0.0
1555652185;-0.025336979050928223;8.3156005859375;space;0.0;0.0;0.0;0.0;0.0;0.9470000000000001;0.052000000000000005;0.0
1555652186;-0.003818405101236045;8.392675781249999;space;0.0;0.0;0.0;0.0;0.0;0.946;0.053;0.0
1555652187;0.0008672029948081233;8.607275390625;space;0.0;0.0;0.0;0.0;0.0;0.9740000000000001;0.025;0.0
1555652188;0.0035324985584504697;8.6439208984375;space;0.0;0.0;0.0;0.0;0.0;0.946;0.053;0.0
1555652190;0.0011043866888922282;8.52276611328125;space;0.0;0.0;0.0;0.0;0.0;0.9690000000000001;0.031;0.0
1555652191;0.0031905643440289246;8.454833984375;space;0.0;0.0;0.0;0.0;0.0;0.976;0.024;0.0
1555652192;0.010976986487810064;8.42911376953125;space;0.0;0.0;0.0;0.0;0.0;0.9209999999999999;0.079;0.0
1555652193;-0.011608191084267281;8.4246826171875;space;0.0;0.0;0.0;0.0;0.0;0.977;0.023;0.0
1555652194;0.003966085021758363;8.43865966796875;space;0.0;0.0;0.0;0.0;0.0;0.977;0.023;0.0
1555652195;0.0033811402266537443;8.4056396484375;space;0.0;0.0;0.0;0.0;0.0;0.966;0.034;0.0
1555652196;-0.005957573627608263;8.3724365234375;space;0.0;0.0;0.0;0.0;0.0;0.907;0.092;0.0
1555652197;0.0059125535040455935;8.349609374999998;space;0.0;0.0;0.0;0.0;0.0;0.94;0.06;0.0
1555652198;-0.007602969968801218;8.30587158203125;space;0.0;0.0;0.0;0.0;0.0;0.961;0.039;0.0
1555652199;0.018683822188091715;8.294775390625;space;0.0;0.0;0.0;0.0;0.0;0.943;0.055999999999999994;0.0
1555652200;0.0002354710738176355;8.3258056640625;space;0.0;0.0;0.0;0.0;0.0;0.826;0.17300000000000001;0.0
1555652201;-0.014569184084377641;8.285205078125;space;0.0;0.0;0.0;0.0;0.0;0.985;0.013999999999999999;0.0
1555652202;0.004578430052665541;8.36881103515625;space;0.0;0.0;0.0;0.0;0.0;0.95;0.05;0.0
1555652203;-0.00462104320648724;8.40919189453125;space;0.0;0.0;0.0;0.0;0.0;0.953;0.046;0.0
1555652204;0.0080124685372591;8.61983642578125;space;0.0;0.0;0.0;0.0;0.0;0.9390000000000001;0.061;0.0
