TIMESTAMP;ECG;EDA;ANGER;CONTEMPT;DISGUST;FEAR;HAPPINESS;NEUTRAL;SADNESS;SURPRISE
1555653702;-0.0019001569779922504;7.760754394531249;0.0;0.0;0.0;0.0;0.0;0.991;0.008;0.0
1555653703;-0.01049460814147991;7.735412597656249;0.0;0.0;0.0;0.0;0.0;0.991;0.009000000000000001;0.0
1555653704;0.004901116509366997;7.718933105468749;0.0;0.001;0.0;0.0;0.0;0.963;0.036000000000000004;0.0
1555653705;0.005560897038751399;7.70594482421875;0.0;0.0;0.0;0.0;0.0;0.983;0.017;0.0
1555653706;0.006334385826982591;7.69227294921875;0.0;0.0;0.0;0.0;0.0;0.986;0.014;0.0
1555653707;-0.01719908619472221;7.8568359375;0.0;0.0;0.0;0.0;0.0;0.922;0.077;0.0
1555653708;0.002270101046695287;8.07606201171875;0.0;0.001;0.0;0.0;0.0;0.942;0.057;0.0
1555653709;-0.012003147087823407;8.09083251953125;0.0;0.0;0.0;0.0;0.0;0.94;0.06;0.0
1555653710;0.0007710434398093027;8.04622802734375;0.0;0.0;0.0;0.0;0.0;0.972;0.027000000000000003;0.0
1555653711;-0.0019251221927849046;8.02596435546875;0.0;0.001;0.0;0.0;0.0;0.933;0.067;0.0
1555653712;0.0034105437576790647;8.00325927734375;0.0;0.001;0.0;0.0;0.0;0.918;0.081;0.0
1555653713;-0.0004862353971082338;7.983398437499999;0.0;0.001;0.0;0.0;0.0;0.919;0.08;0.0
1555653714;-0.0013136183707601814;7.975280761718749;0.0;0.001;0.0;0.0;0.0;0.845;0.154;0.0
1555653715;0.006491885075720384;7.94600830078125;0.0;0.002;0.0;0.0;0.0;0.8540000000000001;0.14300000000000002;0.0
1555653716;8.601379744711129e-05;7.91773681640625;0.0;0.0;0.0;0.0;0.0;0.933;0.066;0.0
1555653717;-0.0036127393153190814;7.91015625;0.0;0.001;0.0;0.0;0.0;0.929;0.07;0.0
1555653718;0.014745303801291678;7.89180908203125;0.0;0.0;0.0;0.0;0.0;0.911;0.08900000000000001;0.0
1555653719;0.0006634984546846308;7.881591796874999;0.0;0.001;0.0;0.0;0.0;0.947;0.052000000000000005;0.0
1555653720;-0.01043542868088597;7.853869628906248;0.0;0.0;0.0;0.0;0.0;0.919;0.08;0.0
1555653721;-0.0002695603735342639;7.836914062499999;0.0;0.001;0.0;0.0;0.0;0.8959999999999999;0.103;0.0
1555653723;0.0029182414662204718;7.79427490234375;0.0;0.001;0.0;0.0;0.0;0.918;0.081;0.0
1555653724;0.007291702760272204;7.78370361328125;0.0;0.0;0.0;0.0;0.0;0.906;0.093;0.0
1555653725;0.0020717189280995787;7.763671874999999;0.0;0.0;0.0;0.0;0.0;0.79;0.21;0.0
1555653726;-0.00759851717357491;7.739331054687499;0.0;0.0;0.0;0.0;0.0;0.96;0.04;0.0
1555653727;-0.0009385927723066131;7.757507324218749;0.0;0.0;0.0;0.0;0.0;0.901;0.099;0.0
1555653728;0.0009428681412286076;7.926220703125;0.0;0.0;0.0;0.0;0.0;0.96;0.04;0.0
1555653729;-0.007111900541477779;8.311865234375;0.0;0.0;0.0;0.0;0.0;0.936;0.063;0.0
1555653730;0.018316766482525462;8.48590087890625;0.0;0.0;0.0;0.0;0.0;0.9;0.099;0.0
1555653731;-0.005667721110822407;8.55609130859375;0.0;0.0;0.0;0.0;0.0;0.966;0.034;0.0
1555653732;-0.014209097234795916;8.5594970703125;0.0;0.0;0.0;0.0;0.0;0.944;0.056;0.0
1555653733;-0.0006700722676538656;8.52454833984375;0.0;0.0;0.0;0.0;0.0;0.975;0.024;0.0
1555653734;0.0015834419484481164;8.49761962890625;0.0;0.001;0.0;0.0;0.0;0.861;0.13699999999999998;0.0
1555653735;0.006280007931356307;8.5206787109375;0.0;0.0;0.0;0.0;0.0;0.954;0.045;0.0
1555653736;-0.0044582387613928505;8.49296875;0.0;0.0;0.0;0.0;0.0;0.939;0.061;0.0
1555653737;0.01497804394373158;8.46103515625;0.0;0.0;0.0;0.0;0.0;0.96;0.04;0.0
1555653738;-0.0205007201367532;8.502978515625;0.0;0.0;0.0;0.0;0.0;0.955;0.044;0.0
1555653739;0.007039131897440759;8.4911865234375;0.0;0.0;0.0;0.0;0.0;0.946;0.054000000000000006;0.0
1555653740;-0.00041001369703852437;8.4443115234375;0.0;0.0;0.0;0.0;0.0;0.867;0.133;0.0
1555653741;0.013646127764138408;8.4228515625;0.0;0.0;0.0;0.0;0.0;0.958;0.042;0.0
1555653742;-0.01167096783970273;8.399072265625;0.0;0.0;0.0;0.0;0.0;0.957;0.043;0.0
1555653743;-0.0016946715784181715;8.3903564453125;0.0;0.0;0.0;0.0;0.0;0.969;0.031;0.0
1555653744;0.002948636023244197;8.374023437499998;0.0;0.0;0.0;0.0;0.0;0.98;0.02;0.0
1555653745;0.005036550857047857;8.355139160156249;0.0;0.0;0.0;0.0;0.0;0.966;0.034;0.0
1555653746;1.2913914603647728e-05;8.350036621093748;0.0;0.0;0.0;0.0;0.0;0.953;0.047;0.0
1555653747;0.005027548976537461;8.363940429687498;0.0;0.0;0.0;0.0;0.0;0.959;0.041;0.0
1555653748;-0.010250737765469198;8.35263671875;0.0;0.0;0.0;0.0;0.0;0.994;0.005;0.0
1555653749;-0.0062319492607917385;8.4091064453125;0.0;0.001;0.0;0.0;0.0;0.968;0.031;0.0
1555653750;-0.0062821663360237276;8.52506103515625;0.0;0.003;0.0;0.0;0.0;0.9;0.096;0.0
1555653751;0.008844439275497952;8.5631103515625;0.0;0.0;0.0;0.0;0.0;0.965;0.034;0.0
1555653752;-0.003189170592699493;8.5256591796875;0.0;0.0;0.0;0.0;0.0;0.981;0.019;0.0
